차종코드(표준),판매지역,판매국가,원인부품(5),현상코드,현상명,사용일수,주행거리(km로 환산),특이사항,고장,원인부품숫자
(LFa) LF SONATA [C2],북미,미국,BAR ASSY-COWL CROSS,Q55,소음/이음_주행중,30,19,"[C]DASH PANEL. CUSTOMER STATES, CHECK DASH PANEL SQUEAK NOISE WHEN DRIVING AND ADVISE.
[T]TECH REPOSITIONED AND RETORUED FASTENERS FOR DASH COWL. ROAD TEST. NO NOISE RETURNED. SYSTEM OPERATING AS THE MANUFACTURER DESIGN.
[S]TECH VERIFIED DASH PANEL ABNORMAL NOISE, PERFORMED INSPECTIONS AND FOUND IMPROPER TORQUE OF FASTENERS FOR DASH COWL ASSEMBLY, MOVEMENT CAUSING NOISE. NEED TO REPOSITION AND RETORQUE FASTENERS.
[C]DASH PANEL. CUSTOMER STATES, CHECK DASH PANEL SQUEAK NOISE WHEN DRIVING AND ADVISE.
[T]TECH REPOSITIONED AND RETORUED FASTENERS FOR DASH COWL. ROAD TEST. NO NOISE RETURNED. SYSTEM OPERATING AS THE MANUFACTURER DESIGN.
[S]TECH VERIFIED DASH PANEL ABNORMAL NOISE, PERFORMED INSPECTIONS AND FOUND IMPROPER TORQUE OF FASTENERS FOR DASH COWL ASSEMBLY, MOVEMENT CAUSING NOISE. NEED TO REPOSITION AND RETORQUE FASTENERS.
",소음 관련,5
(LFa) LF SONATA [C2],북미,미국,BAR ASSY-COWL CROSS,Q55,소음/이음_주행중,209,10458,"[C]CUSTOMER STATES HEARS A NOISE COMING FROM GLOVE BOX AREA WHILE DRIVING OR MAKING TURNS
[T]TECH REMOVED DASH AND RETORQUED ALL CROSSBAR SCREWS AND REINSTALLED DASH TEST DROVE NOISE CORECTED
[S]TECH FOUND NOISE COMING FROM BEHIND DASH AREA
[C]CUSTOMER STATES HEARS A NOISE COMING FROM GLOVE BOX AREA WHILE DRIVING OR MAKING TURNS
[T]TECH REMOVED DASH AND RETORQUED ALL CROSSBAR SCREWS AND REINSTALLED DASH TEST DROVE NOISE CORECTED
[S]TECH FOUND NOISE COMING FROM BEHIND DASH AREA
",소음 관련,5
(LFa) LF SONATA [C2],북미,미국,BAR ASSY-COWL CROSS,Q55,소음/이음_주행중,615,26891,"[C]CUSTOMER STATES I HEARD A NOISE WHEN GOING DOWN THE ROAD LIKE A RHYTHMIC SLAP PLEASE CHECK AND ADVISE
[T]TO REMEDY NOISE FROM THE DRIVERS A PILLAR THE FOLLOWING PROCEDURES AND REPAIRS HAD TO MADE REMOVED BOTH A PILLAR DRIVER AND PASSENGER TRIM , DRIVER AND PASSENGER VISORS , DRIVER FRONT AND REAR SAFETY HANDLES, PASSENGER FRONT SAFETY HANDLE , MAP LIGHT CONSOLE, DRIVERS FRONT AND REAR DOOR WEATHERSTRIP SEAL, PASSENGER FRONT DOOR WEATHERSTRIP SEAL, DRIVERS B PILLAR TRIM AND DOOR SILL TRIM. ALL INTERIO
[S]ROAD TESTED VEHICLE TO DUPLICATE CUSTOMER CONCERN AND WAS ABLE TO DUPLICATE NOISE . PINPOINTED NOISE TO DRIVERS A PILLAR . TECHLINE CASE 2017122904478
[C]CUSTOMER STATES I HEARD A NOISE WHEN GOING DOWN THE ROAD LIKE A RHYTHMIC SLAP PLEASE CHECK AND ADVISE
[T]TO REMEDY NOISE FROM THE DRIVERS A PILLAR THE FOLLOWING PROCEDURES AND REPAIRS HAD TO MADE REMOVED BOTH A PILLAR DRIVER AND PASSENGER TRIM , DRIVER AND PASSENGER VISORS , DRIVER FRONT AND REAR SAFETY HANDLES, PASSENGER FRONT SAFETY HANDLE , MAP LIGHT CONSOLE, DRIVERS FRONT AND REAR DOOR WEATHERSTRIP SEAL, PASSENGER FRONT DOOR WEATHERSTRIP SEAL, DRIVERS B PILLAR TRIM AND DOOR SILL TRIM. ALL INTERIO
[S]ROAD TESTED VEHICLE TO DUPLICATE CUSTOMER CONCERN AND WAS ABLE TO DUPLICATE NOISE . PINPOINTED NOISE TO DRIVERS A PILLAR . TECHLINE CASE 2017122904478
",소음 관련,5
(LFa) LF SONATA [C2],북미,미국,BAR ASSY-COWL CROSS,Q55,소음/이음_주행중,506,27562,"[C]BODY AND PAINT CHECK AND ADVISE CUSTOMER STATES AFTER LAST RAIN LEFT DRIVERS FRONT AREA WAS WET WITH WATER AGAIN.CHECK AND ADVISE
[T]FOUND THE SOURCE OF WATER INSTRUSION TO BE NEAR THE CRASH PAD BOLTS BEHIND THE WIPER MOTOR. TECH APPLIED CHASSIS SEAM SEALER AROUND THE CRASH PAD BOLTS. ALLOWED SEALER TO DRY, THEN TESTED VEHICLE AGAIN, NO FURTHER LEAKS WERE FOUND AT THIS TIME.
[S]UPON INSPECTION TECH VERIFIED WATER INTRUSION FROM BEHIND THE DASH, ABOVE THE STEERING COLUMN.
[C]BODY AND PAINT CHECK AND ADVISE CUSTOMER STATES AFTER LAST RAIN LEFT DRIVERS FRONT AREA WAS WET WITH WATER AGAIN.CHECK AND ADVISE
[T]FOUND THE SOURCE OF WATER INSTRUSION TO BE NEAR THE CRASH PAD BOLTS BEHIND THE WIPER MOTOR. TECH APPLIED CHASSIS SEAM SEALER AROUND THE CRASH PAD BOLTS. ALLOWED SEALER TO DRY, THEN TESTED VEHICLE AGAIN, NO FURTHER LEAKS WERE FOUND AT THIS TIME.
[S]UPON INSPECTION TECH VERIFIED WATER INTRUSION FROM BEHIND THE DASH, ABOVE THE STEERING COLUMN.
",소음 관련,5
(LFa) LF SONATA [C2],북미,미국,BAR ASSY-COWL CROSS,Q55,소음/이음_주행중,594,93566,"[C]CUSTOMER STATES CLICKING NOISE WHEN TURNING STEERING WHEEL. INSTALL SOPONFORMED PART IS IN ADVISED CUSTOMER THIS NEEDS TO BE A DROP
[T]Customer states clicking noise when turning steering wheel. 66540R00 270 Test drove vehicle and verified customers concern. Checked and found CROSS MEMBER ASSEMBLY flexing causing clicking sound when turning. Replaced CROSS MEMBER ASSEMBLY and test drove vehicle again. clicking noise is no longer present
[S]CROSS MEMEBER IN DASH FLEXING
[C]CUSTOMER STATES CLICKING NOISE WHEN TURNING STEERING WHEEL. INSTALL SOPONFORMED PART IS IN ADVISED CUSTOMER THIS NEEDS TO BE A DROP
[T]Customer states clicking noise when turning steering wheel. 66540R00 270 Test drove vehicle and verified customers concern. Checked and found CROSS MEMBER ASSEMBLY flexing causing clicking sound when turning. Replaced CROSS MEMBER ASSEMBLY and test drove vehicle again. clicking noise is no longer present
[S]CROSS MEMEBER IN DASH FLEXING
",소음 관련,5
(LFa) LF SONATA [C2],북미,미국,BAR ASSY-COWL CROSS,Q55,소음/이음_주행중,504,34949,"[C]CUSTOMER STATES THAT THERE IS A CREAKING NOISE COMING FROM THE STEERING WHEEL CHECK AND ADVISE
[T]DETECTED CREAKING NOISE COMING FROM COWL CROSS MEMBER ASSEMBLY. ADJUSTED ALL BOLTS AND NUTS TO COWL CROSS MEMBER ASSEMBLY BY SPECS. RE TESTED STEERING SYSTEM. VERIFIED NOISE NO LONGER PRESENT.
[S]ROAD TEST VEHICLE AND CREAKING NOISE GETS LOUDER WHEN TURNING STEERING WHEEL. ADJUSTED STEERING COLUMN ASSEMBLY BUT NOISE STILL PRESENT. REMOVED DASH FOR FURTHER INSPECTION.
",소음 관련,5
(LFa) LF SONATA [C2],북미,미국,BAR ASSY-COWL CROSS,Q55,소음/이음_주행중,82,1041,"[C]Customer States WINDSHIELD WIPERS IS BENT  PLEASE CHECK AND ADVISE
[T]WINDSHIELD COWL WAS PROPERLY REINSTALLED.
[S]FOUND THAT THE COWL CLIPS LOOSE, POPPED OUT OF PLACE
[C]Customer States WINDSHIELD WIPERS IS BENT  PLEASE CHECK AND ADVISE
[T]WINDSHIELD COWL WAS PROPERLY REINSTALLED.
[S]FOUND THAT THE COWL CLIPS LOOSE, POPPED OUT OF PLACE
",소음 관련,5
(LFa) LF SONATA [C2],북미,미국,BAR ASSY-COWL CROSS,Q57,소음/이음_작동시,28,1925,"[C]CUSTOMER STATES THAT THERE IS A NOISE WHEN THE TURN THE A.C ON THERE IS A RATTLING NOISE THAT WILL CHANGE SOUNDS WHEN THEY ARE STARTING TO DRIVE. DOES NOT ALWAYS HAPPEN BUT HAPPENS A LOT CK AND ADVISE
[T]TECH REPLACED THE BOLT AND RECHECKED AND FOUND ALL OK AT THIS TIME
[S]TECH VERIFIED THE CONCERN. TECH FOUND THAT WITH THE A.C ON THERE IS A RATTLING FROM THE DASH AREA. UPON FURTHER INSPECTION TECH FOUND THAT THERE IS A BOLT MISSING AT THE AC BRACKET ON THE RF FRAME.
[C]CUSTOMER STATES THAT THERE IS A NOISE WHEN THE TURN THE A.C ON THERE IS A RATTLING NOISE THAT WILL CHANGE SOUNDS WHEN THEY ARE STARTING TO DRIVE. DOES NOT ALWAYS HAPPEN BUT HAPPENS A LOT CK AND ADVISE
[T]TECH REPLACED THE BOLT AND RECHECKED AND FOUND ALL OK AT THIS TIME
[S]TECH VERIFIED THE CONCERN. TECH FOUND THAT WITH THE A.C ON THERE IS A RATTLING FROM THE DASH AREA. UPON FURTHER INSPECTION TECH FOUND THAT THERE IS A BOLT MISSING AT THE AC BRACKET ON THE RF FRAME.
",소음 관련,5
(LFa) LF SONATA [C2],북미,미국,HOUSING ASSY-GL/BOX,Q51,소음/이음_가/감속시,182,6846,"[C]CUST STATES THAT WHEN STOPPING HEARS A RATTLEMETTLE SOUND ROLLING AROUND FROM PASS FRONT AREA. CHECK AND ADVISE 84510C2000TGG
[T]UNABLE TO HEAR NOISE FROM FRONT. DID NOT VIEW ANYTHING ABNORMAL. UNABLE TO DUPLICATE CUST CONCERN AT THIS TIME POSSIBLE CUST HEARS ENGINE RPMS WINDING DOWN. NO CONCERN AT THIS TIME
[S]TECH TEST DROVE VEHICLE, REMOVED GLOVE BOX, INSPECTED UNDER SEAT. INSPECTED ENGINE AREA, AND BRAKES.
[C]CUST STATES THAT WHEN STOPPING HEARS A RATTLEMETTLE SOUND ROLLING AROUND FROM PASS FRONT AREA. CHECK AND ADVISE 84510C2000TGG
[T]UNABLE TO HEAR NOISE FROM FRONT. DID NOT VIEW ANYTHING ABNORMAL. UNABLE TO DUPLICATE CUST CONCERN AT THIS TIME POSSIBLE CUST HEARS ENGINE RPMS WINDING DOWN. NO CONCERN AT THIS TIME
[S]TECH TEST DROVE VEHICLE, REMOVED GLOVE BOX, INSPECTED UNDER SEAT. INSPECTED ENGINE AREA, AND BRAKES.
",소음 관련,4
(LFa) LF SONATA [C2],북미,미국,HOUSING ASSY-GL/BOX,Q55,소음/이음_주행중,972,19367,"[C]CUSTOMER STATES THE GLOVE BOX DOES NOT OPEN, PART ORDERED LAST VISIT.
[T]REPLACED GLOVE BOX. VERIFIED REPAIR.
[S]UPON INSPECTION TECHNICIAN FOUND THE GLOVE BOX STICKING AND NOT OPENING. RELEASE ROD FAULTY.
[C]CUSTOMER STATES THE GLOVE BOX DOES NOT OPEN, PART ORDERED LAST VISIT.
[T]REPLACED GLOVE BOX. VERIFIED REPAIR.
[S]UPON INSPECTION TECHNICIAN FOUND THE GLOVE BOX STICKING AND NOT OPENING. RELEASE ROD FAULTY.
",소음 관련,4
(LFa) LF SONATA [C2],북미,미국,HOUSING ASSY-GL/BOX,Q55,소음/이음_주행중,46,5535,"[C]CUSTOMER STATES RATTLE ON RIGHT SIDE OF DASH WHEN DRIVING CHECK AND ADVISE
[T]ADJUSTED THE GLOVE BOX DOOR OK AT THIS TIME
[S]INSPECTED AND FOUND THAT THE GLOVE BOX DOOR IS MAKING NOISE
[C]CUSTOMER STATES RATTLE ON RIGHT SIDE OF DASH WHEN DRIVING CHECK AND ADVISE
[T]ADJUSTED THE GLOVE BOX DOOR OK AT THIS TIME
[S]INSPECTED AND FOUND THAT THE GLOVE BOX DOOR IS MAKING NOISE
",소음 관련,4
(LFa) LF SONATA [C2],북미,미국,HOUSING ASSY-GL/BOX,Q55,소음/이음_주행중,189,8858,"[C]CUSTOMER STATES THERE IS A RATTLE COMING FROM THE RIGHT SIDE OF THE DASH
[T]ADJUSTED BRACKET AND GLOVE BOX AND ADDED FOAM TO QUIET DOWN ANY NOISE THAT COULD BE MADE AND VERIFIED FIX ON TEST DRIVE AFTER REPAIR.
[S]FOUND THAT PILLAR AIR BAG BACKING BRACKET WAS VIBRATING CAUSING RATTLE AS WELL AS GLOVE BOX.
[C]CUSTOMER STATES THERE IS A RATTLE COMING FROM THE RIGHT SIDE OF THE DASH
[T]ADJUSTED BRACKET AND GLOVE BOX AND ADDED FOAM TO QUIET DOWN ANY NOISE THAT COULD BE MADE AND VERIFIED FIX ON TEST DRIVE AFTER REPAIR.
[S]FOUND THAT PILLAR AIR BAG BACKING BRACKET WAS VIBRATING CAUSING RATTLE AS WELL AS GLOVE BOX.
",소음 관련,4
(LFa) LF SONATA [C2],북미,미국,HOUSING ASSY-GL/BOX,Q55,소음/이음_주행중,483,17579,"[C]CUSTOMER STATES THERE IS A NOISE COMING FROM THE DASH WHILE DRIVING
[T]. REMOVED GLOVE COMPARTMENT AND ROAD TESTED THE VEHICLE. FOUND NOISE BECAME LOUDER. TIGHTENED ALL THE SCREWS ON THE DASH AND REINSTALLED GLOVE BOX SECURELY AND ROAD TESTED THE VEHICLE. FOUND VEHICLE MAKING NO MORE NOISE. VEHICLE IS OPERATING AS DESIGNED.
[S]ROAD TESTED VEHICLE AND WAS ABLE TO DUPLICATE CONCERN. FOUND NOISE COMING FROM AROUND THE GLOVE BOX AREA
[C]CUSTOMER STATES THERE IS A NOISE COMING FROM THE DASH WHILE DRIVING
[T]. REMOVED GLOVE COMPARTMENT AND ROAD TESTED THE VEHICLE. FOUND NOISE BECAME LOUDER. TIGHTENED ALL THE SCREWS ON THE DASH AND REINSTALLED GLOVE BOX SECURELY AND ROAD TESTED THE VEHICLE. FOUND VEHICLE MAKING NO MORE NOISE. VEHICLE IS OPERATING AS DESIGNED.
[S]ROAD TESTED VEHICLE AND WAS ABLE TO DUPLICATE CONCERN. FOUND NOISE COMING FROM AROUND THE GLOVE BOX AREA
",소음 관련,4
(LFa) LF SONATA [C2],북미,미국,HOUSING ASSY-GL/BOX,Q55,소음/이음_주행중,26,1299,"[C]CUSTOMER STATES THERE IS A RATTLE AT IP PANEL ON ROUGH ROADS. ADVISE
[T]ROAD TEST FOR NOISE. FOUND GLOVE BOX RATTLING. DROVE WITH CUSTOMER. ADJUSTED RUBBER BUMPERS TO ALLOW MORE CLOSED TESNSION
[S]ROAD TEST FOR NOISE. FOUND GLOVE BOX RATTLING. DROVE WITH CUSTOMER. ADJUSTED RUBBER BUMPERS TO ALLOW MORE CLOSED TESNSION
[C]CUSTOMER STATES THERE IS A RATTLE AT IP PANEL ON ROUGH ROADS. ADVISE
[T]ROAD TEST FOR NOISE. FOUND GLOVE BOX RATTLING. DROVE WITH CUSTOMER. ADJUSTED RUBBER BUMPERS TO ALLOW MORE CLOSED TESNSION
[S]ROAD TEST FOR NOISE. FOUND GLOVE BOX RATTLING. DROVE WITH CUSTOMER. ADJUSTED RUBBER BUMPERS TO ALLOW MORE CLOSED TESNSION
",소음 관련,4
(LFa) LF SONATA [C2],북미,미국,HOUSING ASSY-GL/BOX,Q55,소음/이음_주행중,73,1247,"[C]RATTLE NOISE FROM GLOVE BOX WHEN DRIVING ESP WHEN ITS HOT OUTSIDE. SEEMS TO BE A LOT QUIETER WHEN COLD OUTSIDE.
[T]INSTALLED FELT TAPE ON GLOVE BOX LATCH.
[S]TEST DROVE VEHICLE AND COULD NOT DUPLICATE RATTLE NOISE COMI NG FROM GLOVE BOX AREA. INSPECTED GLOVE BOX AND HAS SLIGHT PLAY INTO LATCHES.
[C]RATTLE NOISE FROM GLOVE BOX WHEN DRIVING ESP WHEN ITS HOT OUTSIDE. SEEMS TO BE A LOT QUIETER WHEN COLD OUTSIDE.
[T]INSTALLED FELT TAPE ON GLOVE BOX LATCH.
[S]TEST DROVE VEHICLE AND COULD NOT DUPLICATE RATTLE NOISE COMI NG FROM GLOVE BOX AREA. INSPECTED GLOVE BOX AND HAS SLIGHT PLAY INTO LATCHES.
",소음 관련,4
(LFa) LF SONATA [C2],북미,미국,HOUSING ASSY-GL/BOX,Q55,소음/이음_주행중,174,10649,"[C]CUSTOMER STATES THERE IS A NOISE COMING FROM THE PASSENGER SIDE NEAR GLOVEBOX WHILE ACCELERATING. PLEASE ADVISE
[T]REMOVED LINES AND PLACE INSULATING TAPE ON LINES AND REINSTALLED. ROAD TESTED VEHICLE AND VIBRATION NOISE NO LONGER PRESENT
[S]FOUND ABS LINES VIBRATING TOGETHER CAUSING NOISE
[C]CUSTOMER STATES THERE IS A NOISE COMING FROM THE PASSENGER SIDE NEAR GLOVEBOX WHILE ACCELERATING. PLEASE ADVISE
[T]REMOVED LINES AND PLACE INSULATING TAPE ON LINES AND REINSTALLED. ROAD TESTED VEHICLE AND VIBRATION NOISE NO LONGER PRESENT
[S]FOUND ABS LINES VIBRATING TOGETHER CAUSING NOISE
",소음 관련,4
(LFa) LF SONATA [C2],북미,미국,COVER ASSY-FR CONSOL,Q53,소음/이음_요철로/둔턱,241,7168,"[C]INT SQUEAK RATTLES GUEST STATES MORE SO ON A ROUGH ROAD WHILE DRIVING A RATTLE CAN BE HEARD COMING FROM WHERE THE CONSOLE MEETS THE LOWER DASH DUPLICATED ON THE
[T]TECHNICIAN WAS ABLE TO ADD INSULATION TAPE TO THIS AREA OF THE CENTER CONSOLE WHICH ELIMINATED THE VIBRATION NOISE TEST DROVE VERIFIED NO NOISE OTHER THAN ROAD TRANSFER RECOMMEND NO HITTING CONSOLE
[S]VERIFIED AND PIN POINTED AREA OF CONCERN UPPER LEFT CORNER OF CENTER CONSOLE WHERE IT MEETS THE LOWER DASH MATERIAL
[C]INT SQUEAK RATTLES GUEST STATES MORE SO ON A ROUGH ROAD WHILE DRIVING A RATTLE CAN BE HEARD COMING FROM WHERE THE CONSOLE MEETS THE LOWER DASH DUPLICATED ON THE
[T]TECHNICIAN WAS ABLE TO ADD INSULATION TAPE TO THIS AREA OF THE CENTER CONSOLE WHICH ELIMINATED THE VIBRATION NOISE TEST DROVE VERIFIED NO NOISE OTHER THAN ROAD TRANSFER RECOMMEND NO HITTING CONSOLE
[S]VERIFIED AND PIN POINTED AREA OF CONCERN UPPER LEFT CORNER OF CENTER CONSOLE WHERE IT MEETS THE LOWER DASH MATERIAL
",소음 관련,6
(LFa) LF SONATA [C2],북미,미국,ARMREST ASSY-CONSOLE,Q52,소음/이음_공회전시,1093,61116,"[C]CUSTOMER STATES THE ARM REST MATERIAL IS COMING APART.
[T]ARM REST MATERIAL IS COMING APART REMOVE AND REPLACE ARM REST
[S]FOUND ARM REST MATERIAL IS COMING APART
[C]CUSTOMER STATES THE ARM REST MATERIAL IS COMING APART.
[T]ARM REST MATERIAL IS COMING APART REMOVE AND REPLACE ARM REST
[S]FOUND ARM REST MATERIAL IS COMING APART
",소음 관련,1
(LFa) LF SONATA [C2],북미,미국,ARMREST ASSY-CONSOLE,Q52,소음/이음_공회전시,855,60368,"[C]CENTER CONSOLE COVER IS COMING APART....
[T]TECH REPLACED CENTER ARMREST ASSY.....
[S]FABRIC ON CENTER CONSOLE COVER IS PEALING
",소음 관련,1
(LFa) LF SONATA [C2],북미,미국,ARMREST ASSY-CONSOLE,Q55,소음/이음_주행중,1214,89534,"[C]CUSTOMER STATES CENTER CONSOLE COVER WORN THRU. CHECK AND ADVISE
[T]REPLACED THE CONSOLE ARMREST ASSEMBLY OKAY NOW
[S]CENTER CONSOLE COVER WORN THRU CONFIRMED CUSTOMER COMPLAINT RUB WEAR ON CONSOLE ARMREST
[C]CUSTOMER STATES CENTER CONSOLE COVER WORN THRU. CHECK AND ADVISE
[T]REPLACED THE CONSOLE ARMREST ASSEMBLY OKAY NOW
[S]CENTER CONSOLE COVER WORN THRU CONFIRMED CUSTOMER COMPLAINT RUB WEAR ON CONSOLE ARMREST
",소음 관련,1
(LFa) LF SONATA [C2],북미,미국,ARMREST ASSY-CONSOLE,Q55,소음/이음_주행중,102,8695,"[C]CUSTOMER STATES CENTER ARMREST IS RATTLING. REPLACE ARMREST AS PER DEALERSHIP RECOMENDATIONS
[T]WARRANTY 84661R00 20 CONFIRM CUSTOMER STATEMENT, WHEN MOVING ARM REST UP AND DOWN YOU CAN HEAR THERES SOMETHING LOOSE INSIDE THE ARM REST. REMOVED ARM REST AND INSTALLED A NEW ONE. NEW ARM REST MAKES NO ABNORMAL NOISES.
[S]CONFRIMED CUSTOMER CONCERN. FOUND ARMREST HAS A ABNORMAL NOISE INSIDE.
[C]CUSTOMER STATES CENTER ARMREST IS RATTLING. REPLACE ARMREST AS PER DEALERSHIP RECOMENDATIONS
[T]WARRANTY 84661R00 20 CONFIRM CUSTOMER STATEMENT, WHEN MOVING ARM REST UP AND DOWN YOU CAN HEAR THERES SOMETHING LOOSE INSIDE THE ARM REST. REMOVED ARM REST AND INSTALLED A NEW ONE. NEW ARM REST MAKES NO ABNORMAL NOISES.
[S]CONFRIMED CUSTOMER CONCERN. FOUND ARMREST HAS A ABNORMAL NOISE INSIDE.
",소음 관련,1
(LFa) LF SONATA [C2],북미,미국,ARMREST ASSY-CONSOLE,Q55,소음/이음_주행중,873,53047,"[T]893
[C]CUSTOMER STATES CENTER CONSOLE LEATHER SEEMS TO BE PEELING.
[T]REMOVED AND REPLACED FLOOR CONSOLE LID AND EVERYTHING OK AT THIS TIME.
[S]VERIFED CUSTOMERS CONCERN FOUND LEATHER COMING APART ON CENTER CONSOLE.
",소음 관련,1
(LFa) LF SONATA [C2],북미,미국,ARMREST ASSY-CONSOLE,Q55,소음/이음_주행중,1073,42295,"[T]894
[C]CUSTOMER STATES CENTER CONSOLE ARM REST STARTING TO FADE
[T]THE CENTER CONSOLE ARMREST IS FADING.  NEC TO REPLACE THE CONSOLE ARMREST ASSEMBLY
[S]FOUND THE CENTER CONSOLE ARM REST IS FADING
",소음 관련,1
(LFa) LF SONATA [C2],북미,미국,ARMREST ASSY-CONSOLE,Q55,소음/이음_주행중,1263,47263,"[C]CONCERN CUST STATES MIDEL CONSOL ARM REST IS PEALING OFF . SOP PART IN
[T]84661R00 20 REPLACE CONSOLE ARMREST (FRONT
[S]FOUND THE ARM REST PEALING OFF
[C]CONCERN CUST STATES MIDEL CONSOL ARM REST IS PEALING OFF . SOP PART IN
[T]84661R00 20 REPLACE CONSOLE ARMREST (FRONT
[S]FOUND THE ARM REST PEALING OFF
",소음 관련,1
(LFa) LF SONATA [C2],북미,미국,ARMREST ASSY-CONSOLE,Q55,소음/이음_주행중,1649,84499,"[C]customer states center console has a worn area on armrest
[T]replaced front console armrest assembly
[S]center console has a worn area on armrest
",소음 관련,1
(LFa) LF SONATA [C2],북미,미국,ARMREST ASSY-CONSOLE,Q55,소음/이음_주행중,931,61495,"[C]CS THAT CENTER CONSOLE LEATHER IS WEARING PREMATURLEY SOP PART IN
[T]CENTER CONSOLE LEATHER WEARING PREMATURELY.  NECESSARY TO REPLACE FRONT CONSOLE ARMREST
[S]FOUND CENTER CONSOLE LEATHER WEARING PREMATURELY
[C]CS THAT CENTER CONSOLE LEATHER IS WEARING PREMATURLEY SOP PART IN
[T]CENTER CONSOLE LEATHER WEARING PREMATURELY.  NECESSARY TO REPLACE FRONT CONSOLE ARMREST
[S]FOUND CENTER CONSOLE LEATHER WEARING PREMATURELY
",소음 관련,1
(LFa) LF SONATA [C2],북미,미국,ARMREST ASSY-CONSOLE,Q55,소음/이음_주행중,813,68553,"[C]CUST STATES ARM REST MATERIAL IS PEELING (SOP IN STK)
[T]84660R00 30 repl RETAINER ASSYSHIFT LEVER BOOT
[S]FOUND THE ARMREST MATERIAL IS PEELING OFF
[C]CUST STATES ARM REST MATERIAL IS PEELING (SOP IN STK)
[T]84660R00 30 repl RETAINER ASSYSHIFT LEVER BOOT
[S]FOUND THE ARMREST MATERIAL IS PEELING OFF
",소음 관련,1
(LFa) LF SONATA [C2],북미,미국,ARMREST ASSY-CONSOLE,Q55,소음/이음_주행중,1022,62906,"[C]CUSTOMER STATES THE CONSOLE COVER IS PEELING
[T]REPLACE CENTER CONSOLE AND RECHECKED
[S]FOUND CENTER CONSOLE LEATHER SEPARATING FROM CONSOLE
",소음 관련,1
(LFa) LF SONATA [C2],북미,미국,ARMREST ASSY-CONSOLE,Q56,소음/이음_개폐시,1408,95635,"[C]CUSTOMER STATES THE LEATHER ON HER ARMREST IS STARTING TO LIFT UP...PLEASE CHECK AND ADVISE.
[T]REPLACED CENTER CONSOLE LID 84661R00.2
[S]MATERIAL ON CENTER CONSOLE. STARTED TO PEEL.
",소음 관련,1
(LFa) LF SONATA [C2],북미,미국,ARMREST ASSY-CONSOLE,Q56,소음/이음_개폐시,1440,48736,"[C]CUSTOMER STATES CENTER ARM REST LID TOP IS COMING APART SOP IS HERE
[T]REMOVED AND REPLACED CONSOLE LID ARM REST
[S]UPON INSPECTION FOUND CONSOLE ARM REST PEALING MATERIAL FLAW
[C]CUSTOMER STATES CENTER ARM REST LID TOP IS COMING APART SOP IS HERE
[T]REMOVED AND REPLACED CONSOLE LID ARM REST
[S]UPON INSPECTION FOUND CONSOLE ARM REST PEALING MATERIAL FLAW
",소음 관련,1
(LFa) LF SONATA [C2],북미,미국,ARMREST ASSY-CONSOLE,Q56,소음/이음_개폐시,1529,80570,"[C]CUSTOMER STATES FINISH ON ARMREST IS DETERIORATED
[T]REPLACED CONSOLE ARMREST ASSEMBLY
[S]FOUND FINISH ON ARMREST IS DETERIORATED
",소음 관련,1
(LFa) LF SONATA [C2],북미,미국,ARMREST ASSY-CONSOLE,Q56,소음/이음_개폐시,1278,86148,"[C]CUSTOMER STATES THE CENTER CONSOLE ARMREST IS PEELING. S
[T]CENTER ARM REST IS PEELING. VISUALLY INSPECTED FOUND CENTER ARM REST PEELING. NO PHYSICAL DAMAGE. REMOVED AND REPLACED CENTER ARM REST. TESTED FOR REPAIR VERIFICATION.
[S]CENTER ARM REST IS PEELING.
[C]CUSTOMER STATES THE CENTER CONSOLE ARMREST IS PEELING. S
[T]CENTER ARM REST IS PEELING. VISUALLY INSPECTED FOUND CENTER ARM REST PEELING. NO PHYSICAL DAMAGE. REMOVED AND REPLACED CENTER ARM REST. TESTED FOR REPAIR VERIFICATION.
[S]CENTER ARM REST IS PEELING.
",소음 관련,1
(LFa) LF SONATA [C2],북미,미국,ARMREST ASSY-CONSOLE,Q56,소음/이음_개폐시,718,65933,"[C]CUSTOMER STATES CENTER CONSOLE ARMREST VINYL IS PEELING .....CHK ADVISE
[T]TECH REPLACED ARMREST CONFIRMED NORMAL OPERATION
[S]CUSTOMER STATES CENTER CONSOLE ARM REST VINYL IS PEELING TECH VERIFIED CUSTOMERS CONCER DEFECTIVE ARM REST MATERIAL, PEELING.
[C]CUSTOMER STATES CENTER CONSOLE ARMREST VINYL IS PEELING .....CHK ADVISE
[T]TECH REPLACED ARMREST CONFIRMED NORMAL OPERATION
[S]CUSTOMER STATES CENTER CONSOLE ARM REST VINYL IS PEELING TECH VERIFIED CUSTOMERS CONCER DEFECTIVE ARM REST MATERIAL, PEELING.
",소음 관련,1
